Neighborhood,Latitude,Longitude
BJ_Neighborhood1,39.91408515803113,116.34472252637309
BJ_Neighborhood2,39.92126904291712,116.3648878694035
BJ_Neighborhood3,39.94937704398084,116.31037838863136
BJ_Neighborhood4,39.87678840609151,116.34799036914882
BJ_Neighborhood5,39.90518326555194,116.460479923631
BJ_Neighborhood6,39.9059161708321,116.4361600931258
BJ_Neighborhood7,39.86671322761751,116.40600259972375
BJ_Neighborhood8,39.953056941587185,116.40535978605395
BJ_Neighborhood9,39.93779714689682,116.38829754518679
BJ_Neighborhood10,39.91972608056512,116.42420803132838
BJ_Neighborhood11,39.90548240921943,116.44060072608023
BJ_Neighborhood12,39.95435282661123,116.41818758464767
BJ_Neighborhood13,39.95944199840159,116.41747037413779
BJ_Neighborhood14,39.944976952042104,116.36870859541081
BJ_Neighborhood15,39.96118565889589,116.37629522693607
BJ_Neighborhood16,39.86031508210301,116.44263870583978
BJ_Neighborhood17,39.87470102555651,116.32913974570194
BJ_Neighborhood18,39.9010790785076,116.45587140049669
BJ_Neighborhood19,39.88481528462243,116.40410511123585
BJ_Neighborhood20,39.895025921638,116.38586252365353
BJ_Neighborhood21,39.91900090494481,116.36197824829067
BJ_Neighborhood22,39.957408429844364,116.39762782940265
BJ_Neighborhood23,39.96038638941739,116.41255894425831
BJ_Neighborhood24,39.868215600463614,116.41092289911599
BJ_Neighborhood25,39.96468141862136,116.4398536834807
BJ_Neighborhood26,39.91707929861514,116.44658487640899
BJ_Neighborhood27,39.873995529585336,116.41742263638008
BJ_Neighborhood28,39.917611836257244,116.43541857849685
BJ_Neighborhood29,39.85622388199635,116.35190203059756
BJ_Neighborhood30,39.94493922786585,116.32189027919178
BJ_Neighborhood31,39.86673115404,116.37107642438153
BJ_Neighborhood32,39.94111163370085,116.3532669226304
BJ_Neighborhood33,39.88841716100002,116.41812900217197
BJ_Neighborhood34,39.85784984746442,116.35567758819904
BJ_Neighborhood35,39.897682066619325,116.33852280176482
BJ_Neighborhood36,39.86738509848687,116.40163297343969
BJ_Neighborhood37,39.95302489517966,116.31484989013433
BJ_Neighborhood38,39.96396249582334,116.3563132188531
BJ_Neighborhood39,39.89405383942604,116.44535709435978
BJ_Neighborhood40,39.91117791581249,116.37870738517367
BJ_Neighborhood41,39.92027375923206,116.40673908133994
BJ_Neighborhood42,39.92321947260265,116.39380977801532
BJ_Neighborhood43,39.90960778854197,116.45207349259604
BJ_Neighborhood44,39.93527691169355,116.37424348498416
BJ_Neighborhood45,39.88482258548129,116.34467226101552
BJ_Neighborhood46,39.91130480355006,116.4577532028705
BJ_Neighborhood47,39.91838604142482,116.37180189655291
BJ_Neighborhood48,39.92269856751292,116.31143025451198
BJ_Neighborhood49,39.90470028521469,116.40421095909124
BJ_Neighborhood50,39.891019504032165,116.41214632892644
BJ_Neighborhood51,39.93740990756635,116.41637354006279
BJ_Neighborhood52,39.96452166788841,116.41164810405708
BJ_Neighborhood53,39.903504194901146,116.34673273520191
BJ_Neighborhood54,39.88710186721539,116.39891423869089
