Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Neighborhood1,31.25173730220509,121.50750045302837,Starbucks (星巴克),31.252309081369358,121.50363552124546,Coffee Shop
Neighborhood1,31.25173730220509,121.50750045302837,Starbucks (星巴克),31.253221480538866,121.51224374771117,Coffee Shop
Neighborhood1,31.25173730220509,121.50750045302837,Banyan Tree Shanghai On the Bund,31.249691,121.50627,Hotel
Neighborhood1,31.25173730220509,121.50750045302837,Ocean Hotel (远洋宾馆),31.254303926128483,121.5052477202214,Hotel
Neighborhood1,31.25173730220509,121.50750045302837,FamilyMart (全家),31.254542224374656,121.50501251220705,Convenience Store
Neighborhood1,31.25173730220509,121.50750045302837,星乐汇,31.252276770488233,121.5031886100769,Shopping Mall
Neighborhood1,31.25173730220509,121.50750045302837,Huoshan Park (霍山公园),31.255501063364374,121.50671135634184,Park
Neighborhood1,31.25173730220509,121.50750045302837,Qinhuangdao Road Ferry (其秦线轮渡),31.251429193691862,121.51211216317844,Boat or Ferry
Neighborhood2,31.20683339684156,121.48193018159992,Canton 8 (喜粤8号),31.204524505670985,121.47879123687744,Cantonese Restaurant
Neighborhood2,31.20683339684156,121.48193018159992,老蟹沪味干挑面,31.205061548637904,121.48447576144258,Noodle House
Neighborhood2,31.20683339684156,121.48193018159992,The Place (汇上花园廊),31.20474474439063,121.47842645645142,Restaurant
Neighborhood2,31.20683339684156,121.48193018159992,Fuchun Dumpling (富春小笼),31.204298060494818,121.47803208055643,Dumpling Restaurant
Neighborhood2,31.20683339684156,121.48193018159992,Starbucks (星巴克),31.205169139578146,121.47746787473446,Coffee Shop
Neighborhood2,31.20683339684156,121.48193018159992,McDonald's (麦当劳),31.20377534120171,121.47846401728859,Fast Food Restaurant
Neighborhood2,31.20683339684156,121.48193018159992,Ramen满吉,31.207833,121.481793,Ramen Restaurant
Neighborhood2,31.20683339684156,121.48193018159992,Cai Xian Sheng (蔡先生传统小吃),31.204786131575712,121.48060601265198,Asian Restaurant
Neighborhood2,31.20683339684156,121.48193018159992,Easy家乐福,31.204279999999997,121.47795,Market
Neighborhood2,31.20683339684156,121.48193018159992,大富贵酒楼,31.211154871863233,121.48250253778126,Shanghai Restaurant
Neighborhood3,31.279013358267456,121.50361941850008,Starbucks (星巴克),31.275257225670188,121.5051412862473,Coffee Shop
Neighborhood3,31.279013358267456,121.50361941850008,汇元坊,31.28000855650843,121.50156087935059,Chinese Restaurant
Neighborhood3,31.279013358267456,121.50361941850008,Angry Birds Theme Park,31.28139678293439,121.50334551979263,Playground
Neighborhood3,31.279013358267456,121.50361941850008,双羊点心店,31.275199094371075,121.50351282841248,Dumpling Restaurant
Neighborhood3,31.279013358267456,121.50361941850008,Sukiya (食其家),31.275103088493324,121.50451898574828,Fast Food Restaurant
Neighborhood3,31.279013358267456,121.50361941850008,Anshan Xincun Metro Station (鞍山新村地铁站),31.27498447641862,121.5048083173406,Metro Station
Neighborhood4,31.265727807064124,121.51042391683058,Starbucks (星巴克),31.266002619504338,121.51299882837326,Coffee Shop
Neighborhood4,31.265727807064124,121.51042391683058,Blue Frog (蓝蛙),31.262785736876324,121.50815275701599,Burger Joint
Neighborhood4,31.265727807064124,121.51042391683058,Starbucks (星巴克),31.263433200138827,121.50712202940338,Coffee Shop
Neighborhood4,31.265727807064124,121.51042391683058,Wagas (沃歌斯),31.263096951254244,121.5077276504517,New American Restaurant
Neighborhood4,31.265727807064124,121.51042391683058,Starbucks (星巴克),31.261807640498052,121.50798545515666,Coffee Shop
Neighborhood4,31.265727807064124,121.51042391683058,宝地广场,31.263075386204967,121.50729951498435,Plaza
Neighborhood4,31.265727807064124,121.51042391683058,PappaRich金爸爸,31.262992551283823,121.50794641802106,Malay Restaurant
Neighborhood4,31.265727807064124,121.51042391683058,McDonald's (麦当劳),31.26412279397392,121.50699691924065,Fast Food Restaurant
Neighborhood4,31.265727807064124,121.51042391683058,潮牛海记,31.264168313678173,121.51164373351726,Cantonese Restaurant
Neighborhood4,31.265727807064124,121.51042391683058,Tesco (乐购),31.26420831687457,121.50699279244309,Supermarket
Neighborhood4,31.265727807064124,121.51042391683058,鲜芋仙,31.263557345394183,121.50742220377144,Dessert Shop
Neighborhood4,31.265727807064124,121.51042391683058,古丽仙 | Guli Xian,31.26343935064364,121.50742220377144,Xinjiang Restaurant
Neighborhood4,31.265727807064124,121.51042391683058,The Spiceland (游香食乐),31.263331,121.50747,Japanese Curry Restaurant
Neighborhood4,31.265727807064124,121.51042391683058,石二锅,31.263429017826727,121.5072604776155,Taiwanese Restaurant
Neighborhood4,31.265727807064124,121.51042391683058,斗牛士台湾牛肉面(宝地广场店),31.263494511397592,121.50716567252165,Noodle House
Neighborhood4,31.265727807064124,121.51042391683058,Pacific Coffee (太平洋咖啡),31.26306562500996,121.50764527395746,Coffee Shop
Neighborhood4,31.265727807064124,121.51042391683058,厚味香辣馆宝地广场店,31.26344721530167,121.50720470992272,Chinese Restaurant
Neighborhood4,31.265727807064124,121.51042391683058,Cucina1980,31.261555744618658,121.50926251984329,Italian Restaurant
Neighborhood5,31.263231399396325,121.49370656186844,Modern Sky Lab,31.26687641366217,121.49423167503622,Music Venue
Neighborhood5,31.263231399396325,121.49370656186844,Starbucks (星巴克),31.26304036406946,121.49511695744577,Coffee Shop
Neighborhood5,31.263231399396325,121.49370656186844,Ruihong Tiandi (瑞虹天地月亮湾),31.26671275879972,121.49440629240995,Shopping Mall
Neighborhood5,31.263231399396325,121.49370656186844,UNIQLO (优衣库),31.265539,121.49393500000001,Clothing Store
Neighborhood5,31.263231399396325,121.49370656186844,Element Fresh (新元素餐厅),31.26634819164537,121.49439992324824,New American Restaurant
Neighborhood5,31.263231399396325,121.49370656186844,Costa Coffee (咖世家),31.263716569565624,121.49374159663286,Coffee Shop
Neighborhood5,31.263231399396325,121.49370656186844,Starbucks (星巴克),31.265543595148102,121.49282689542864,Coffee Shop
Neighborhood5,31.263231399396325,121.49370656186844,Pizza Hut (必胜客),31.262747724575586,121.49471764172104,Pizza Place
Neighborhood5,31.263231399396325,121.49370656186844,Ruihong Life Plaza (瑞虹生活广场),31.26281572099114,121.4951526762904,Shopping Mall
Neighborhood5,31.263231399396325,121.49370656186844,KFC (肯德基),31.26275196426619,121.49512200080936,Fast Food Restaurant
Neighborhood5,31.263231399396325,121.49370656186844,E-MART (易买得),31.262965619362372,121.49582237528526,Grocery Store
Neighborhood5,31.263231399396325,121.49370656186844,Yi Cha Yi Zuo,31.2628320897373,121.4951526762904,Restaurant
Neighborhood5,31.263231399396325,121.49370656186844,Happy Lemon (快乐柠檬),31.26244749847311,121.494901695009,Juice Bar
Neighborhood6,31.222836986641408,121.47090652820191,Polux by Paul Pairet,31.223098459426513,121.47050927957814,French Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,The Langham Xintiandi (上海新天地朗廷酒店),31.223196821784466,121.46983514965521,Hotel
Neighborhood6,31.222836986641408,121.47090652820191,Green Massage (青籁养身),31.223859363202607,121.4728734594702,Massage Studio
Neighborhood6,31.222836986641408,121.47090652820191,Calix,31.22247856109268,121.4702736254305,American Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Ps Café,31.224881,121.46970800000001,Café
Neighborhood6,31.222836986641408,121.47090652820191,Estado Puro by Paco Rancero,31.22228434151032,121.47028117391291,Tapas Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Yé Shanghai,31.22289748417593,121.47090092170572,Chinese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Green Massage (青籁养生),31.225241672182012,121.46926141517643,Spa
Neighborhood6,31.222836986641408,121.47090652820191,Shanghai Tang (Shanghai Tang | 上海滩),31.22216527415648,121.47121097929531,Shanghai Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,The Odd Couple,31.222027,121.47036999999999,Cocktail Bar
Neighborhood6,31.222836986641408,121.47090652820191,The Refinery,31.222439525105656,121.47027760337622,Gastropub
Neighborhood6,31.222836986641408,121.47090652820191,Green & Safe,31.222242906637373,121.47012233734131,Health Food Store
Neighborhood6,31.222836986641408,121.47090652820191,Will's Gym | 威尔士健身Xintiandi,31.2222014542472,121.47284666833274,Gym
Neighborhood6,31.222836986641408,121.47090652820191,Shake Shack,31.22223932846052,121.4703374171876,Burger Joint
Neighborhood6,31.222836986641408,121.47090652820191,Ocean Grounds,31.22563764229125,121.47008322747796,Café
Neighborhood6,31.222836986641408,121.47090652820191,K11 Art Mall (上海K11购物艺术中心),31.225486179773608,121.46900117397308,Shopping Mall
Neighborhood6,31.222836986641408,121.47090652820191,Va Bene,31.222656005659278,121.47061287738774,Italian Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Nanjing Impressions (南京大牌档),31.225591687497314,121.47011160850523,Chinese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Wolfgang Puck Bar & Grill,31.222800322248524,121.4700893296756,New American Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Ascott (雅诗阁),31.225628263869073,121.47066768919615,Hotel
Neighborhood6,31.222836986641408,121.47090652820191,Tomatito,31.222764871253904,121.47290647029877,Spanish Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Devil's Share,31.222097593472892,121.47032320917386,Cocktail Bar
Neighborhood6,31.222836986641408,121.47090652820191,Baker & Spice,31.22507289706717,121.46921064114711,Bakery
Neighborhood6,31.222836986641408,121.47090652820191,Martini Bar At The Langham,31.223590818009445,121.46986774453954,Cocktail Bar
Neighborhood6,31.222836986641408,121.47090652820191,Highline,31.226071811599745,121.470420300663,American Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Hogan Bakery,31.22133956519097,121.47116523353037,Bakery
Neighborhood6,31.222836986641408,121.47090652820191,El Luchador,31.22140118164473,121.470582642733,Mexican Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Harbour Plaza (海逸海鲜酒家),31.223166122162763,121.47006292128334,Chinese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Eclair,31.224209094163246,121.47126052183764,Café
Neighborhood6,31.222836986641408,121.47090652820191,Constellation 4,31.220258674583217,121.46884342602677,Whisky Bar
Neighborhood6,31.222836986641408,121.47090652820191,Shinmachi (新町),31.222290542265764,121.46975285048828,Japanese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,蝶园 Butterfly Garden Restaurant,31.223707341149545,121.47233279466938,Chinese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Apple Hong Kong Plaza (Apple 香港广场),31.223396,121.474521,Electronics Store
Neighborhood6,31.222836986641408,121.47090652820191,"Andaz Xintiandi, Shanghai (上海新天地安达仕酒店)",31.221940999999998,121.475431,Hotel
Neighborhood6,31.222836986641408,121.47090652820191,鹅庄,31.22394689532116,121.47239382671728,Taiwanese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,GODIVA (高帝娃),31.22330578812337,121.47061015829095,Chocolate Shop
Neighborhood6,31.222836986641408,121.47090652820191,Cova,31.223144835220445,121.46996270618763,Café
Neighborhood6,31.222836986641408,121.47090652820191,Starbucks Reserve (星巴克臻选),31.222804912236537,121.47481235522044,Coffee Shop
Neighborhood6,31.222836986641408,121.47090652820191,Taipingqiao Park (太平桥公园),31.221594174144077,121.47214103490114,Park
Neighborhood6,31.222836986641408,121.47090652820191,Victoria's Secret,31.226123604793194,121.47099608042208,Lingerie Store
Neighborhood6,31.222836986641408,121.47090652820191,Sproutworks (豆苗工坊),31.22045668739397,121.47013391690209,Vegetarian / Vegan Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Original Coffee,31.21981704825941,121.47026024788595,Coffee Shop
Neighborhood6,31.222836986641408,121.47090652820191,Cachet,31.223340733294396,121.46976918954441,Seafood Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Yanzhong Square Park (延中绿地广场公园),31.22708858357528,121.46970038698565,Park
Neighborhood6,31.222836986641408,121.47090652820191,BON VIVANT,31.22597588257239,121.47093935560494,French Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Chikalicious Dessert Bar,31.22136764160656,121.47059239992457,Dessert Shop
Neighborhood6,31.222836986641408,121.47090652820191,Andaz Lobby Lounge,31.22407873657627,121.47106606818623,Hotel Bar
Neighborhood6,31.222836986641408,121.47090652820191,Hubin Shopping Center,31.222642051802502,121.47427782207814,Shopping Mall
Neighborhood6,31.222836986641408,121.47090652820191,Wu Tong Ju,31.222412578413003,121.47022711868608,Chinese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,XTD elevated,31.223884460645667,121.46939879407655,Lounge
Neighborhood6,31.222836986641408,121.47090652820191,Huaihai Park,31.22576736477744,121.47274625642542,Park
Neighborhood6,31.222836986641408,121.47090652820191,Sense 8 (誉八仙),31.222503454484066,121.47082159466818,Hong Kong Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Tuttimelon,31.22507513925714,121.46920015261259,Frozen Yogurt Shop
Neighborhood6,31.222836986641408,121.47090652820191,Prée,31.222564297090425,121.47032349694445,Ice Cream Shop
Neighborhood6,31.222836986641408,121.47090652820191,S. Engine Coffee (鹰集咖啡),31.22357552619977,121.47074431405771,Café
Neighborhood6,31.222836986641408,121.47090652820191,Element Fresh (新元素),31.223104128337468,121.47001468690071,New American Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Xixi Bistro (喜喜小馆),31.222930526948176,121.47036584099921,Diner
Neighborhood6,31.222836986641408,121.47090652820191,Shang Xia,31.22456412900197,121.4705514907837,Arts & Crafts Store
Neighborhood6,31.222836986641408,121.47090652820191,DJI Flagship Store (DJI旗舰店),31.220504856049317,121.46997304018768,Camera Store
Neighborhood6,31.222836986641408,121.47090652820191,88 Xintiandi Hotel,31.22157903090849,121.47108386879832,Hotel
Neighborhood6,31.222836986641408,121.47090652820191,Dr Bar,31.222625777519802,121.47037173751697,Bar
Neighborhood6,31.222836986641408,121.47090652820191,The Brewer,31.22318827860917,121.46952083408456,Brewery
Neighborhood6,31.222836986641408,121.47090652820191,Charme Restaurant (港丽餐厅),31.22506552563359,121.4693569991804,Cantonese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,DOE,31.22208693313029,121.47364139556885,Clothing Store
Neighborhood6,31.222836986641408,121.47090652820191,Y+ Yoga Center XTD (Y+瑜伽会所(新天地店)),31.22294012863959,121.47477679131997,Yoga Studio
Neighborhood6,31.222836986641408,121.47090652820191,"TC | Trinity-Café, College, Community",31.222025302987014,121.47299328408701,Café
Neighborhood6,31.222836986641408,121.47090652820191,M2 Ballanties Club,31.225468009322675,121.470537293996,Nightclub
Neighborhood6,31.222836986641408,121.47090652820191,The Bunker by Flask,31.222129076153298,121.47028167449156,Speakeasy
Neighborhood6,31.222836986641408,121.47090652820191,Chuan Spa,31.223609957538876,121.46980047225952,Spa
Neighborhood6,31.222836986641408,121.47090652820191,Lakeville Clubhouse,31.219862185116163,121.4724729124565,Gym
Neighborhood6,31.222836986641408,121.47090652820191,Luccio's,31.218871218129124,121.4686853828691,Italian Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,chāi,31.223016043487878,121.46610214080091,Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Lakeville Xintiandi (翠湖天地),31.219413099003788,121.47208241994743,Park
Neighborhood6,31.222836986641408,121.47090652820191,Jujube Tree (Vegetarian Lifestyle) (枣子树 | Jujube Tree (Vegetarian Lifestyle)),31.224958848579817,121.47135541652284,Vegetarian / Vegan Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,UNIQLO (优衣库),31.224905290555128,121.46986691801688,Clothing Store
Neighborhood6,31.222836986641408,121.47090652820191,LA Pho,31.22519189751927,121.46917760761652,Vietnamese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Xintiandi Style (新天地时尚),31.219385740818332,121.4706695079803,Shopping Mall
Neighborhood6,31.222836986641408,121.47090652820191,Café GODIVA,31.22128023039581,121.47069720413648,Café
Neighborhood6,31.222836986641408,121.47090652820191,The Urban Harvest G+ (极食),31.2250529751167,121.46936567114872,Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,GODIVA (高帝娃),31.22149463351089,121.47058737925201,Chocolate Shop
Neighborhood6,31.222836986641408,121.47090652820191,Former Provisional Government Site of the Republic of Korea (大韩民国临时政府旧址),31.219278792941818,121.47031662705083,Historic Site
Neighborhood6,31.222836986641408,121.47090652820191,Häagen-Dazs (哈根达斯),31.221719935627785,121.4704442024231,Ice Cream Shop
Neighborhood6,31.222836986641408,121.47090652820191,Agora (阿吾羅),31.225038302540785,121.46936439411031,Japanese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Demo Café (典谟新知),31.22302918901171,121.46633439979965,Café
Neighborhood6,31.222836986641408,121.47090652820191,猫的天空之城,31.21989482454389,121.47029293423054,Bookstore
Neighborhood6,31.222836986641408,121.47090652820191,Urban Soup Kitchen (吾伴浓汤),31.219764084003895,121.47025294184685,Soup Place
Neighborhood6,31.222836986641408,121.47090652820191,Bun Cha Cha,31.226185166248477,121.47112011909485,Vietnamese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Chi K11 Art Space,31.22505238359701,121.46920081753693,Art Gallery
Neighborhood6,31.222836986641408,121.47090652820191,Noodle Canton 多谢赏面,31.221716295111577,121.46938486809142,Noodle House
Neighborhood6,31.222836986641408,121.47090652820191,The Juice Brewery,31.21851226071853,121.47051450202645,Juice Bar
Neighborhood6,31.222836986641408,121.47090652820191,GL Japan Plaza (全洲超市),31.220424570465074,121.46990054451315,Supermarket
Neighborhood6,31.222836986641408,121.47090652820191,Xie Huang Yu Noodles (蟹黄鱼面),31.223030824021805,121.46939021848577,Noodle House
Neighborhood6,31.222836986641408,121.47090652820191,The Beer Shelf,31.21906604870621,121.46868292890328,Beer Bar
Neighborhood6,31.222836986641408,121.47090652820191,Woody Baker,31.21875235502824,121.4707826282052,Bakery
Neighborhood6,31.222836986641408,121.47090652820191,Central Plaza (中环广场),31.224129578670727,121.46816068608736,Business Center
Neighborhood6,31.222836986641408,121.47090652820191,In & Out (一坐一忘),31.22249029826764,121.47477637291456,Yunnan Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Taoyuan Village (桃园眷村),31.223075020297305,121.4749458541482,Taiwanese Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Spice Bazaar (香料市场),31.223051976397752,121.47491307015812,Xinjiang Restaurant
Neighborhood6,31.222836986641408,121.47090652820191,Haoledi (好乐迪量贩KTV),31.22394221408902,121.46652054729073,Karaoke Bar
Neighborhood6,31.222836986641408,121.47090652820191,Ben Zhen Sichuan Cuisine (本甄精品川菜),31.222679547863642,121.4747210078724,Szechuan Restaurant
Neighborhood7,31.2614209681179,121.5171999662915,怡香阁面馆,31.263353000000002,121.51763000000001,Chinese Restaurant
Neighborhood7,31.2614209681179,121.5171999662915,汉唐麦道,31.264209,121.515658,Noodle House
Neighborhood7,31.2614209681179,121.5171999662915,Shanghai DClub,31.264071230780054,121.51434833080248,Lounge
Neighborhood7,31.2614209681179,121.5171999662915,舟山海鲜坊,31.257790999999997,121.51703300000001,Seafood Restaurant
Neighborhood7,31.2614209681179,121.5171999662915,海北飯店,31.257701,121.51704099999999,Seafood Restaurant
Neighborhood7,31.2614209681179,121.5171999662915,通北路海鲜街,31.257306696144656,121.51735955998264,Seafood Restaurant
Neighborhood8,31.21561901509448,121.48425237606762,Jia Jia Tangbao (佳家汤包),31.21278943662704,121.48452167845272,Dumpling Restaurant
Neighborhood8,31.21561901509448,121.48425237606762,KFC,31.212560255481936,121.48200609745777,Fast Food Restaurant
Neighborhood8,31.21561901509448,121.48425237606762,Starbucks (星巴克),31.21258123838038,121.48192405700684,Coffee Shop
Neighborhood8,31.21561901509448,121.48425237606762,新邻生活站,31.21370270194277,121.48194365109896,Shopping Mall
Neighborhood8,31.21561901509448,121.48425237606762,Er Guang Huntun (耳光馄饨),31.216571782573194,121.48331926698879,Dumpling Restaurant
Neighborhood8,31.21561901509448,121.48425237606762,大肠面,31.218359999999997,121.481524,Noodle House
Neighborhood8,31.21561901509448,121.48425237606762,Saizeriya | 萨莉亚,31.213702171108594,121.48541977866527,Italian Restaurant
Neighborhood8,31.21561901509448,121.48425237606762,Honeymoon Dessert (满记甜品),31.213834000000002,121.482059,Dessert Shop
